path,emotion,source
happy\Actor_05_03-01-03-02-01-01-05.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-03-02-01-01-05.wav
happy\Actor_05_03-01-03-02-01-02-05.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-03-02-01-02-05.wav
happy\Actor_05_03-01-03-02-02-01-05.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-03-02-02-01-05.wav
happy\Actor_05_03-01-03-02-02-02-05.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-03-02-02-02-05.wav
sad\Actor_05_03-01-04-01-01-01-05.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-04-01-01-01-05.wav
sad\Actor_05_03-01-04-01-01-02-05.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-04-01-01-02-05.wav
sad\Actor_05_03-01-04-01-02-01-05.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-04-01-02-01-05.wav
sad\Actor_05_03-01-04-01-02-02-05.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-04-01-02-02-05.wav
sad\Actor_05_03-01-04-02-01-01-05.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-04-02-01-01-05.wav
sad\Actor_05_03-01-04-02-01-02-05.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-04-02-01-02-05.wav
sad\Actor_05_03-01-04-02-02-01-05.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-04-02-02-01-05.wav
sad\Actor_05_03-01-04-02-02-02-05.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-04-02-02-02-05.wav
angry\Actor_05_03-01-05-01-01-01-05.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-05-01-01-01-05.wav
angry\Actor_05_03-01-05-01-01-02-05.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-05-01-01-02-05.wav
angry\Actor_05_03-01-05-01-02-01-05.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-05-01-02-01-05.wav
angry\Actor_05_03-01-05-01-02-02-05.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-05-01-02-02-05.wav
angry\Actor_05_03-01-05-02-01-01-05.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-05-02-01-01-05.wav
angry\Actor_05_03-01-05-02-01-02-05.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-05-02-01-02-05.wav
angry\Actor_05_03-01-05-02-02-01-05.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-05-02-02-01-05.wav
angry\Actor_05_03-01-05-02-02-02-05.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-05-02-02-02-05.wav
fearful\Actor_05_03-01-06-01-01-01-05.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-06-01-01-01-05.wav
fearful\Actor_05_03-01-06-01-01-02-05.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-06-01-01-02-05.wav
fearful\Actor_05_03-01-06-01-02-01-05.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-06-01-02-01-05.wav
fearful\Actor_05_03-01-06-01-02-02-05.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-06-01-02-02-05.wav
fearful\Actor_05_03-01-06-02-01-01-05.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-06-02-01-01-05.wav
fearful\Actor_05_03-01-06-02-01-02-05.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-06-02-01-02-05.wav
fearful\Actor_05_03-01-06-02-02-01-05.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-06-02-02-01-05.wav
fearful\Actor_05_03-01-06-02-02-02-05.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-06-02-02-02-05.wav
surprised\Actor_05_03-01-08-01-01-01-05.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-08-01-01-01-05.wav
surprised\Actor_05_03-01-08-01-01-02-05.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-08-01-01-02-05.wav
surprised\Actor_05_03-01-08-01-02-01-05.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-08-01-02-01-05.wav
surprised\Actor_05_03-01-08-01-02-02-05.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-08-01-02-02-05.wav
surprised\Actor_05_03-01-08-02-01-01-05.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-08-02-01-01-05.wav
surprised\Actor_05_03-01-08-02-01-02-05.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-08-02-01-02-05.wav
surprised\Actor_05_03-01-08-02-02-01-05.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-08-02-02-01-05.wav
surprised\Actor_05_03-01-08-02-02-02-05.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_05\03-01-08-02-02-02-05.wav
neutral\Actor_06_03-01-01-01-01-01-06.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-01-01-01-01-06.wav
neutral\Actor_06_03-01-01-01-01-02-06.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-01-01-01-02-06.wav
neutral\Actor_06_03-01-01-01-02-01-06.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-01-01-02-01-06.wav
neutral\Actor_06_03-01-01-01-02-02-06.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-01-01-02-02-06.wav
happy\Actor_06_03-01-03-01-01-01-06.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-03-01-01-01-06.wav
happy\Actor_06_03-01-03-01-01-02-06.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-03-01-01-02-06.wav
happy\Actor_06_03-01-03-01-02-01-06.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-03-01-02-01-06.wav
happy\Actor_06_03-01-03-01-02-02-06.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-03-01-02-02-06.wav
happy\Actor_06_03-01-03-02-01-01-06.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-03-02-01-01-06.wav
happy\Actor_06_03-01-03-02-01-02-06.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-03-02-01-02-06.wav
happy\Actor_06_03-01-03-02-02-01-06.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-03-02-02-01-06.wav
happy\Actor_06_03-01-03-02-02-02-06.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-03-02-02-02-06.wav
sad\Actor_06_03-01-04-01-01-01-06.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-04-01-01-01-06.wav
sad\Actor_06_03-01-04-01-01-02-06.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-04-01-01-02-06.wav
sad\Actor_06_03-01-04-01-02-01-06.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-04-01-02-01-06.wav
sad\Actor_06_03-01-04-01-02-02-06.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-04-01-02-02-06.wav
sad\Actor_06_03-01-04-02-01-01-06.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-04-02-01-01-06.wav
sad\Actor_06_03-01-04-02-01-02-06.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-04-02-01-02-06.wav
sad\Actor_06_03-01-04-02-02-01-06.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-04-02-02-01-06.wav
sad\Actor_06_03-01-04-02-02-02-06.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-04-02-02-02-06.wav
angry\Actor_06_03-01-05-01-01-01-06.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-05-01-01-01-06.wav
angry\Actor_06_03-01-05-01-01-02-06.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-05-01-01-02-06.wav
angry\Actor_06_03-01-05-01-02-01-06.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-05-01-02-01-06.wav
angry\Actor_06_03-01-05-01-02-02-06.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-05-01-02-02-06.wav
angry\Actor_06_03-01-05-02-01-01-06.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-05-02-01-01-06.wav
angry\Actor_06_03-01-05-02-01-02-06.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-05-02-01-02-06.wav
angry\Actor_06_03-01-05-02-02-01-06.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-05-02-02-01-06.wav
angry\Actor_06_03-01-05-02-02-02-06.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-05-02-02-02-06.wav
fearful\Actor_06_03-01-06-01-01-01-06.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-06-01-01-01-06.wav
fearful\Actor_06_03-01-06-01-01-02-06.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-06-01-01-02-06.wav
fearful\Actor_06_03-01-06-01-02-01-06.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-06-01-02-01-06.wav
fearful\Actor_06_03-01-06-01-02-02-06.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-06-01-02-02-06.wav
fearful\Actor_06_03-01-06-02-01-01-06.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-06-02-01-01-06.wav
fearful\Actor_06_03-01-06-02-01-02-06.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-06-02-01-02-06.wav
fearful\Actor_06_03-01-06-02-02-01-06.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-06-02-02-01-06.wav
fearful\Actor_06_03-01-06-02-02-02-06.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-06-02-02-02-06.wav
surprised\Actor_06_03-01-08-01-01-01-06.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-08-01-01-01-06.wav
surprised\Actor_06_03-01-08-01-01-02-06.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-08-01-01-02-06.wav
surprised\Actor_06_03-01-08-01-02-01-06.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-08-01-02-01-06.wav
surprised\Actor_06_03-01-08-01-02-02-06.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-08-01-02-02-06.wav
surprised\Actor_06_03-01-08-02-01-01-06.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-08-02-01-01-06.wav
surprised\Actor_06_03-01-08-02-01-02-06.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-08-02-01-02-06.wav
surprised\Actor_06_03-01-08-02-02-01-06.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-08-02-02-01-06.wav
surprised\Actor_06_03-01-08-02-02-02-06.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_06\03-01-08-02-02-02-06.wav
neutral\Actor_07_03-01-01-01-01-01-07.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-01-01-01-01-07.wav
neutral\Actor_07_03-01-01-01-01-02-07.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-01-01-01-02-07.wav
neutral\Actor_07_03-01-01-01-02-01-07.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-01-01-02-01-07.wav
neutral\Actor_07_03-01-01-01-02-02-07.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-01-01-02-02-07.wav
happy\Actor_07_03-01-03-01-01-01-07.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-03-01-01-01-07.wav
happy\Actor_07_03-01-03-01-01-02-07.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-03-01-01-02-07.wav
happy\Actor_07_03-01-03-01-02-01-07.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-03-01-02-01-07.wav
happy\Actor_07_03-01-03-01-02-02-07.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-03-01-02-02-07.wav
happy\Actor_07_03-01-03-02-01-01-07.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-03-02-01-01-07.wav
happy\Actor_07_03-01-03-02-01-02-07.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-03-02-01-02-07.wav
happy\Actor_07_03-01-03-02-02-01-07.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-03-02-02-01-07.wav
happy\Actor_07_03-01-03-02-02-02-07.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-03-02-02-02-07.wav
sad\Actor_07_03-01-04-01-01-01-07.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-04-01-01-01-07.wav
sad\Actor_07_03-01-04-01-01-02-07.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-04-01-01-02-07.wav
sad\Actor_07_03-01-04-01-02-01-07.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-04-01-02-01-07.wav
sad\Actor_07_03-01-04-01-02-02-07.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-04-01-02-02-07.wav
sad\Actor_07_03-01-04-02-01-01-07.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-04-02-01-01-07.wav
sad\Actor_07_03-01-04-02-01-02-07.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-04-02-01-02-07.wav
sad\Actor_07_03-01-04-02-02-01-07.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-04-02-02-01-07.wav
sad\Actor_07_03-01-04-02-02-02-07.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-04-02-02-02-07.wav
angry\Actor_07_03-01-05-01-01-01-07.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-05-01-01-01-07.wav
angry\Actor_07_03-01-05-01-01-02-07.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-05-01-01-02-07.wav
angry\Actor_07_03-01-05-01-02-01-07.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-05-01-02-01-07.wav
angry\Actor_07_03-01-05-01-02-02-07.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-05-01-02-02-07.wav
angry\Actor_07_03-01-05-02-01-01-07.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-05-02-01-01-07.wav
angry\Actor_07_03-01-05-02-01-02-07.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-05-02-01-02-07.wav
angry\Actor_07_03-01-05-02-02-01-07.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-05-02-02-01-07.wav
angry\Actor_07_03-01-05-02-02-02-07.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-05-02-02-02-07.wav
fearful\Actor_07_03-01-06-01-01-01-07.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-06-01-01-01-07.wav
fearful\Actor_07_03-01-06-01-01-02-07.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-06-01-01-02-07.wav
fearful\Actor_07_03-01-06-01-02-01-07.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-06-01-02-01-07.wav
fearful\Actor_07_03-01-06-01-02-02-07.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-06-01-02-02-07.wav
fearful\Actor_07_03-01-06-02-01-01-07.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-06-02-01-01-07.wav
fearful\Actor_07_03-01-06-02-01-02-07.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-06-02-01-02-07.wav
fearful\Actor_07_03-01-06-02-02-01-07.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-06-02-02-01-07.wav
fearful\Actor_07_03-01-06-02-02-02-07.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-06-02-02-02-07.wav
surprised\Actor_07_03-01-08-01-01-01-07.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-08-01-01-01-07.wav
surprised\Actor_07_03-01-08-01-01-02-07.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-08-01-01-02-07.wav
surprised\Actor_07_03-01-08-01-02-01-07.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-08-01-02-01-07.wav
surprised\Actor_07_03-01-08-01-02-02-07.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-08-01-02-02-07.wav
surprised\Actor_07_03-01-08-02-01-01-07.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-08-02-01-01-07.wav
surprised\Actor_07_03-01-08-02-01-02-07.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-08-02-01-02-07.wav
surprised\Actor_07_03-01-08-02-02-01-07.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-08-02-02-01-07.wav
surprised\Actor_07_03-01-08-02-02-02-07.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_07\03-01-08-02-02-02-07.wav
neutral\Actor_08_03-01-01-01-01-01-08.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-01-01-01-01-08.wav
neutral\Actor_08_03-01-01-01-01-02-08.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-01-01-01-02-08.wav
neutral\Actor_08_03-01-01-01-02-01-08.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-01-01-02-01-08.wav
neutral\Actor_08_03-01-01-01-02-02-08.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-01-01-02-02-08.wav
happy\Actor_08_03-01-03-01-01-01-08.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-03-01-01-01-08.wav
happy\Actor_08_03-01-03-01-01-02-08.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-03-01-01-02-08.wav
happy\Actor_08_03-01-03-01-02-01-08.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-03-01-02-01-08.wav
happy\Actor_08_03-01-03-01-02-02-08.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-03-01-02-02-08.wav
happy\Actor_08_03-01-03-02-01-01-08.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-03-02-01-01-08.wav
happy\Actor_08_03-01-03-02-01-02-08.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-03-02-01-02-08.wav
happy\Actor_08_03-01-03-02-02-01-08.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-03-02-02-01-08.wav
happy\Actor_08_03-01-03-02-02-02-08.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-03-02-02-02-08.wav
sad\Actor_08_03-01-04-01-01-01-08.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-04-01-01-01-08.wav
sad\Actor_08_03-01-04-01-01-02-08.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-04-01-01-02-08.wav
sad\Actor_08_03-01-04-01-02-01-08.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-04-01-02-01-08.wav
sad\Actor_08_03-01-04-01-02-02-08.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-04-01-02-02-08.wav
sad\Actor_08_03-01-04-02-01-01-08.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-04-02-01-01-08.wav
sad\Actor_08_03-01-04-02-01-02-08.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-04-02-01-02-08.wav
sad\Actor_08_03-01-04-02-02-01-08.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-04-02-02-01-08.wav
sad\Actor_08_03-01-04-02-02-02-08.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-04-02-02-02-08.wav
angry\Actor_08_03-01-05-01-01-01-08.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-05-01-01-01-08.wav
angry\Actor_08_03-01-05-01-01-02-08.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-05-01-01-02-08.wav
angry\Actor_08_03-01-05-01-02-01-08.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-05-01-02-01-08.wav
angry\Actor_08_03-01-05-01-02-02-08.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-05-01-02-02-08.wav
angry\Actor_08_03-01-05-02-01-01-08.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-05-02-01-01-08.wav
angry\Actor_08_03-01-05-02-01-02-08.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-05-02-01-02-08.wav
angry\Actor_08_03-01-05-02-02-01-08.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-05-02-02-01-08.wav
angry\Actor_08_03-01-05-02-02-02-08.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-05-02-02-02-08.wav
fearful\Actor_08_03-01-06-01-01-01-08.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-06-01-01-01-08.wav
fearful\Actor_08_03-01-06-01-01-02-08.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-06-01-01-02-08.wav
fearful\Actor_08_03-01-06-01-02-01-08.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-06-01-02-01-08.wav
fearful\Actor_08_03-01-06-01-02-02-08.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-06-01-02-02-08.wav
fearful\Actor_08_03-01-06-02-01-01-08.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-06-02-01-01-08.wav
fearful\Actor_08_03-01-06-02-01-02-08.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-06-02-01-02-08.wav
fearful\Actor_08_03-01-06-02-02-01-08.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-06-02-02-01-08.wav
fearful\Actor_08_03-01-06-02-02-02-08.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-06-02-02-02-08.wav
surprised\Actor_08_03-01-08-01-01-01-08.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-08-01-01-01-08.wav
surprised\Actor_08_03-01-08-01-01-02-08.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-08-01-01-02-08.wav
surprised\Actor_08_03-01-08-01-02-01-08.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-08-01-02-01-08.wav
surprised\Actor_08_03-01-08-01-02-02-08.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-08-01-02-02-08.wav
surprised\Actor_08_03-01-08-02-01-01-08.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-08-02-01-01-08.wav
surprised\Actor_08_03-01-08-02-01-02-08.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-08-02-01-02-08.wav
surprised\Actor_08_03-01-08-02-02-01-08.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-08-02-02-01-08.wav
surprised\Actor_08_03-01-08-02-02-02-08.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_08\03-01-08-02-02-02-08.wav
neutral\Actor_09_03-01-01-01-01-01-09.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-01-01-01-01-09.wav
neutral\Actor_09_03-01-01-01-01-02-09.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-01-01-01-02-09.wav
neutral\Actor_09_03-01-01-01-02-01-09.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-01-01-02-01-09.wav
neutral\Actor_09_03-01-01-01-02-02-09.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-01-01-02-02-09.wav
happy\Actor_09_03-01-03-01-01-01-09.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-03-01-01-01-09.wav
happy\Actor_09_03-01-03-01-01-02-09.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-03-01-01-02-09.wav
happy\Actor_09_03-01-03-01-02-01-09.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-03-01-02-01-09.wav
happy\Actor_09_03-01-03-01-02-02-09.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-03-01-02-02-09.wav
happy\Actor_09_03-01-03-02-01-01-09.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-03-02-01-01-09.wav
happy\Actor_09_03-01-03-02-01-02-09.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-03-02-01-02-09.wav
happy\Actor_09_03-01-03-02-02-01-09.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-03-02-02-01-09.wav
happy\Actor_09_03-01-03-02-02-02-09.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-03-02-02-02-09.wav
sad\Actor_09_03-01-04-01-01-01-09.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-04-01-01-01-09.wav
sad\Actor_09_03-01-04-01-01-02-09.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-04-01-01-02-09.wav
sad\Actor_09_03-01-04-01-02-01-09.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-04-01-02-01-09.wav
sad\Actor_09_03-01-04-01-02-02-09.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-04-01-02-02-09.wav
